IM2LATEX HME,IM2LATEX HME,IM2LATEX HME,IM2LATEX HME,IM2LATEX PME,IM2LATEX PME,IM2LATEX PME,IM2LATEX PME
600,100,6.0,25861.png,906,88,10.295454545454545,25861.png
200,40,5.0,25932.png,303,63,4.809523809523809,25932.png
320,40,8.0,25933.png,487,53,9.18867924528302,25933.png
120,50,2.4,26093.png,196,53,3.69811320754717,26093.png
360,60,6.0,2623.png,271,88,3.0795454545454546,2623.png
800,100,8.0,26237.png,1097,53,20.69811320754717,26237.png
240,40,6.0,26238.png,402,56,7.178571428571429,26238.png
200,40,5.0,26264.png,303,56,5.410714285714286,26264.png
500,100,5.0,263.png,672,88,7.636363636363637,263.png
360,60,6.0,26314.png,366,94,3.893617021276596,26314.png
360,60,6.0,26382.png,578,100,5.78,26382.png
360,60,6.0,26428.png,279,95,2.9368421052631577,26428.png
160,40,4.0,26504.png,234,55,4.254545454545455,26504.png
360,60,6.0,26554.png,364,93,3.913978494623656,26554.png
200,50,4.0,26569.png,290,81,3.580246913580247,26569.png
160,40,4.0,26602.png,245,61,4.016393442622951,26602.png
280,40,7.0,26640.png,465,53,8.773584905660377,26640.png
240,50,4.8,26663.png,381,80,4.7625,26663.png
360,60,6.0,26771.png,216,95,2.2736842105263158,26771.png
240,40,6.0,26772.png,367,49,7.489795918367347,26772.png
360,50,7.2,26831.png,625,82,7.621951219512195,26831.png
600,100,6.0,26891.png,927,53,17.49056603773585,26891.png
320,50,6.4,26894.png,479,87,5.505747126436781,26894.png
160,40,4.0,26908.png,253,62,4.080645161290323,26908.png
360,60,6.0,2691.png,364,99,3.676767676767677,2691.png
280,40,7.0,26985.png,449,63,7.126984126984127,26985.png
500,100,5.0,27066.png,829,101,8.207920792079207,27066.png
600,100,6.0,27078.png,935,105,8.904761904761905,27078.png
400,50,8.0,27090.png,664,57,11.649122807017545,27090.png
600,100,6.0,27122.png,906,96,9.4375,27122.png
360,100,3.6,27151.png,341,108,3.1574074074074074,27151.png
160,40,4.0,27170.png,272,53,5.132075471698113,27170.png
120,50,2.4,27189.png,118,47,2.5106382978723403,27189.png
500,100,5.0,27217.png,762,103,7.398058252427185,27217.png
400,50,8.0,27237.png,650,53,12.264150943396226,27237.png
240,40,6.0,27244.png,419,56,7.482142857142857,27244.png
360,100,3.6,27293.png,577,119,4.848739495798319,27293.png
360,60,6.0,27337.png,264,96,2.75,27337.png
240,50,4.8,27363.png,370,87,4.252873563218391,27363.png
500,100,5.0,27441.png,816,100,8.16,27441.png
160,40,4.0,27584.png,231,64,3.609375,27584.png
160,40,4.0,2764.png,270,48,5.625,2764.png
240,40,6.0,27678.png,363,58,6.258620689655173,27678.png
360,60,6.0,27693.png,246,98,2.510204081632653,27693.png
360,40,9.0,27750.png,627,56,11.196428571428571,27750.png
120,50,2.4,2781.png,182,56,3.25,2781.png
120,50,2.4,27822.png,199,52,3.826923076923077,27822.png
360,60,6.0,27862.png,302,89,3.393258426966292,27862.png
160,40,4.0,27891.png,231,55,4.2,27891.png
160,40,4.0,27924.png,241,62,3.8870967741935485,27924.png
360,60,6.0,27931.png,378,93,4.064516129032258,27931.png
360,60,6.0,27968.png,517,111,4.657657657657658,27968.png
320,50,6.4,28003.png,534,81,6.592592592592593,28003.png
360,60,6.0,28044.png,154,94,1.6382978723404256,28044.png
160,40,4.0,2809.png,273,58,4.706896551724138,2809.png
500,100,5.0,2816.png,884,61,14.491803278688524,2816.png
120,50,2.4,28200.png,196,56,3.5,28200.png
120,50,2.4,28259.png,190,87,2.1839080459770117,28259.png
800,100,8.0,28298.png,1063,58,18.32758620689655,28298.png
240,40,6.0,28442.png,411,58,7.086206896551724,28442.png
360,60,6.0,28443.png,319,94,3.393617021276596,28443.png
360,60,6.0,28463.png,302,90,3.3555555555555556,28463.png
360,60,6.0,2851.png,383,93,4.118279569892473,2851.png
360,100,3.6,28550.png,317,103,3.0776699029126213,28550.png
360,60,6.0,28591.png,413,99,4.171717171717172,28591.png
360,60,6.0,28606.png,135,88,1.5340909090909092,28606.png
280,40,7.0,28647.png,442,55,8.036363636363637,28647.png
320,50,6.4,2873.png,526,92,5.717391304347826,2873.png
280,50,5.6,28798.png,442,88,5.0227272727272725,28798.png
360,60,6.0,28863.png,507,93,5.451612903225806,28863.png
320,40,8.0,28944.png,509,60,8.483333333333333,28944.png
360,100,3.6,28946.png,511,105,4.866666666666666,28946.png
360,100,3.6,28984.png,359,107,3.3551401869158877,28984.png
120,50,2.4,29038.png,164,50,3.28,29038.png
280,40,7.0,29119.png,442,56,7.892857142857143,29119.png
360,100,3.6,29129.png,346,95,3.642105263157895,29129.png
360,60,6.0,29171.png,569,102,5.578431372549019,29171.png
320,40,8.0,29179.png,546,53,10.30188679245283,29179.png
280,40,7.0,29193.png,432,61,7.081967213114754,29193.png
320,40,8.0,29197.png,516,54,9.555555555555555,29197.png
400,50,8.0,29229.png,650,50,13.0,29229.png
360,60,6.0,29269.png,295,99,2.9797979797979797,29269.png
360,40,9.0,29472.png,618,55,11.236363636363636,29472.png
280,40,7.0,29540.png,447,58,7.706896551724138,29540.png
320,40,8.0,29561.png,521,57,9.140350877192983,29561.png
200,50,4.0,29581.png,276,89,3.101123595505618,29581.png
400,50,8.0,2963.png,710,53,13.39622641509434,2963.png
200,50,4.0,2971.png,317,88,3.602272727272727,2971.png
120,50,2.4,29763.png,193,53,3.641509433962264,29763.png
320,40,8.0,29800.png,515,53,9.716981132075471,29800.png
800,100,8.0,29822.png,1094,53,20.641509433962263,29822.png
240,40,6.0,29859.png,418,50,8.36,29859.png
280,40,7.0,29882.png,459,56,8.196428571428571,29882.png
320,40,8.0,29901.png,498,53,9.39622641509434,29901.png
280,50,5.6,29910.png,441,81,5.444444444444445,29910.png
360,60,6.0,29950.png,165,88,1.875,29950.png
360,60,6.0,29954.png,514,103,4.990291262135922,29954.png
400,50,8.0,30041.png,687,88,7.806818181818182,30041.png
360,50,7.2,30043.png,608,78,7.794871794871795,30043.png
360,60,6.0,30090.png,233,112,2.080357142857143,30090.png
500,100,5.0,3010.png,772,56,13.785714285714286,3010.png
200,50,4.0,30166.png,290,87,3.3333333333333335,30166.png
200,50,4.0,30239.png,267,87,3.0689655172413794,30239.png
360,60,6.0,30266.png,321,89,3.606741573033708,30266.png
320,50,6.4,30268.png,529,87,6.080459770114943,30268.png
200,50,4.0,30270.png,258,88,2.9318181818181817,30270.png
200,50,4.0,30284.png,303,88,3.4431818181818183,30284.png
160,40,4.0,30341.png,228,55,4.1454545454545455,30341.png
360,60,6.0,30365.png,540,80,6.75,30365.png
120,50,2.4,3046.png,35,36,0.9722222222222222,3046.png
360,60,6.0,30492.png,300,99,3.0303030303030303,30492.png
400,50,8.0,30574.png,699,58,12.051724137931034,30574.png
160,40,4.0,30578.png,231,68,3.3970588235294117,30578.png
160,40,4.0,30616.png,264,53,4.981132075471698,30616.png
360,100,3.6,3063.png,469,109,4.302752293577981,3063.png
360,60,6.0,30662.png,500,88,5.681818181818182,30662.png
120,50,2.4,30666.png,156,59,2.6440677966101696,30666.png
200,50,4.0,30728.png,304,80,3.8,30728.png
160,40,4.0,30733.png,244,53,4.60377358490566,30733.png
500,100,5.0,30759.png,798,59,13.525423728813559,30759.png
200,40,5.0,30781.png,294,61,4.819672131147541,30781.png
200,50,4.0,30790.png,291,88,3.3068181818181817,30790.png
360,60,6.0,3081.png,322,101,3.1881188118811883,3081.png
320,40,8.0,30888.png,502,57,8.807017543859649,30888.png
500,100,5.0,30912.png,807,55,14.672727272727272,30912.png
200,40,5.0,30977.png,309,62,4.983870967741935,30977.png
360,60,6.0,31042.png,270,101,2.6732673267326734,31042.png
360,100,3.6,31194.png,342,105,3.257142857142857,31194.png
200,40,5.0,31203.png,291,61,4.770491803278689,31203.png
280,50,5.6,31226.png,455,88,5.170454545454546,31226.png
360,60,6.0,31233.png,503,98,5.13265306122449,31233.png
320,40,8.0,31266.png,526,59,8.915254237288135,31266.png
360,60,6.0,31301.png,299,99,3.0202020202020203,31301.png
360,100,3.6,31407.png,526,102,5.1568627450980395,31407.png
360,40,9.0,31421.png,618,54,11.444444444444445,31421.png
160,40,4.0,31429.png,248,53,4.679245283018868,31429.png
240,40,6.0,31441.png,388,53,7.320754716981132,31441.png
160,40,4.0,31523.png,253,61,4.147540983606557,31523.png
400,50,8.0,31581.png,695,56,12.410714285714286,31581.png
360,60,6.0,31625.png,238,84,2.8333333333333335,31625.png
200,50,4.0,31628.png,259,83,3.1204819277108435,31628.png
120,50,2.4,31644.png,158,88,1.7954545454545454,31644.png
360,60,6.0,31721.png,523,101,5.178217821782178,31721.png
200,50,4.0,31760.png,226,92,2.4565217391304346,31760.png
360,60,6.0,31826.png,344,98,3.510204081632653,31826.png
360,60,6.0,31832.png,451,96,4.697916666666667,31832.png
280,40,7.0,31846.png,442,60,7.366666666666666,31846.png
240,40,6.0,31851.png,372,58,6.413793103448276,31851.png
400,50,8.0,31898.png,622,88,7.068181818181818,31898.png
360,100,3.6,31964.png,489,112,4.366071428571429,31964.png
240,40,6.0,3199.png,360,56,6.428571428571429,3199.png
240,40,6.0,32003.png,356,58,6.137931034482759,32003.png
500,100,5.0,32005.png,389,209,1.861244019138756,32005.png
200,50,4.0,32013.png,259,88,2.9431818181818183,32013.png
360,100,3.6,32044.png,324,110,2.9454545454545453,32044.png
200,40,5.0,32058.png,324,58,5.586206896551724,32058.png
200,40,5.0,32118.png,325,61,5.327868852459017,32118.png
360,60,6.0,32124.png,273,103,2.650485436893204,32124.png
360,100,3.6,32130.png,409,109,3.7522935779816513,32130.png
360,60,6.0,32144.png,548,102,5.372549019607843,32144.png
360,60,6.0,32156.png,235,99,2.3737373737373737,32156.png
280,40,7.0,32168.png,430,63,6.825396825396825,32168.png
360,100,3.6,32195.png,368,100,3.68,32195.png
800,100,8.0,32222.png,1113,53,21.0,32222.png
600,100,6.0,32296.png,886,53,16.71698113207547,32296.png
400,160,2.5,32337.png,643,101,6.366336633663367,32337.png
200,40,5.0,32388.png,284,57,4.982456140350878,32388.png
200,50,4.0,32394.png,235,88,2.6704545454545454,32394.png
280,50,5.6,32428.png,431,89,4.842696629213483,32428.png
800,100,8.0,32436.png,1097,54,20.314814814814813,32436.png
120,50,2.4,32462.png,215,56,3.8392857142857144,32462.png
320,40,8.0,32472.png,548,57,9.614035087719298,32472.png
240,40,6.0,32494.png,417,57,7.315789473684211,32494.png
800,100,8.0,32505.png,1069,53,20.169811320754718,32505.png
360,60,6.0,32605.png,333,93,3.5806451612903225,32605.png
120,50,2.4,32641.png,49,42,1.1666666666666667,32641.png
160,40,4.0,32651.png,273,53,5.150943396226415,32651.png
280,40,7.0,32666.png,442,53,8.339622641509434,32666.png
400,50,8.0,32737.png,650,59,11.016949152542374,32737.png
360,60,6.0,3286.png,364,94,3.872340425531915,3286.png
280,40,7.0,32869.png,477,62,7.693548387096774,32869.png
280,40,7.0,32889.png,440,57,7.719298245614035,32889.png
400,50,8.0,32890.png,666,86,7.744186046511628,32890.png
360,60,6.0,32896.png,325,99,3.282828282828283,32896.png
240,40,6.0,32910.png,373,56,6.660714285714286,32910.png
320,40,8.0,3294.png,518,66,7.848484848484849,3294.png
320,40,8.0,32954.png,523,52,10.057692307692308,32954.png
360,40,9.0,32981.png,619,53,11.679245283018869,32981.png
360,60,6.0,32985.png,542,113,4.79646017699115,32985.png
320,40,8.0,33000.png,534,56,9.535714285714286,33000.png
500,100,5.0,33028.png,724,88,8.227272727272727,33028.png
120,50,2.4,33029.png,51,43,1.186046511627907,33029.png
120,50,2.4,33046.png,48,42,1.1428571428571428,33046.png
360,60,6.0,33069.png,240,100,2.4,33069.png
500,100,5.0,33073.png,772,54,14.296296296296296,33073.png
320,40,8.0,33090.png,493,62,7.951612903225806,33090.png
360,100,3.6,33137.png,313,100,3.13,33137.png
360,60,6.0,33184.png,333,99,3.3636363636363638,33184.png
360,60,6.0,33198.png,620,101,6.138613861386139,33198.png
120,50,2.4,33228.png,186,53,3.509433962264151,33228.png
360,60,6.0,33230.png,280,98,2.857142857142857,33230.png
120,50,2.4,33273.png,149,54,2.759259259259259,33273.png
360,100,3.6,33291.png,402,100,4.02,33291.png
200,50,4.0,33294.png,326,84,3.880952380952381,33294.png
360,60,6.0,33309.png,333,94,3.5425531914893615,33309.png
600,100,6.0,3347.png,910,88,10.340909090909092,3347.png
360,60,6.0,33480.png,336,95,3.536842105263158,33480.png
120,50,2.4,33507.png,23,23,1.0,33507.png
400,50,8.0,33563.png,612,53,11.547169811320755,33563.png
360,60,6.0,33579.png,542,93,5.827956989247312,33579.png
360,60,6.0,33638.png,442,101,4.376237623762377,33638.png
360,60,6.0,3369.png,181,102,1.7745098039215685,3369.png
360,60,6.0,33712.png,396,93,4.258064516129032,33712.png
400,50,8.0,33718.png,641,57,11.24561403508772,33718.png
360,60,6.0,33741.png,151,101,1.495049504950495,33741.png
360,60,6.0,33754.png,382,93,4.10752688172043,33754.png
280,40,7.0,33840.png,462,56,8.25,33840.png
200,40,5.0,33924.png,325,50,6.5,33924.png
320,40,8.0,3394.png,502,61,8.229508196721312,3394.png
160,40,4.0,34005.png,248,63,3.9365079365079363,34005.png
500,100,5.0,34036.png,754,101,7.465346534653466,34036.png
280,40,7.0,34049.png,429,54,7.944444444444445,34049.png
360,60,6.0,34085.png,190,95,2.0,34085.png
240,40,6.0,34096.png,357,48,7.4375,34096.png
200,50,4.0,34100.png,317,87,3.6436781609195403,34100.png
200,50,4.0,34117.png,246,82,3.0,34117.png
120,50,2.4,34140.png,215,62,3.467741935483871,34140.png
200,50,4.0,34155.png,352,80,4.4,34155.png
360,60,6.0,34207.png,250,94,2.6595744680851063,34207.png
360,40,9.0,34240.png,573,54,10.61111111111111,34240.png
360,60,6.0,34351.png,308,96,3.2083333333333335,34351.png
240,50,4.8,34379.png,387,80,4.8375,34379.png
200,40,5.0,34435.png,344,58,5.931034482758621,34435.png
360,60,6.0,34473.png,322,98,3.2857142857142856,34473.png
200,50,4.0,34481.png,218,88,2.477272727272727,34481.png
500,100,5.0,34514.png,741,53,13.981132075471699,34514.png
320,40,8.0,34532.png,535,53,10.09433962264151,34532.png
120,50,2.4,34536.png,136,49,2.7755102040816326,34536.png
240,40,6.0,34624.png,393,62,6.338709677419355,34624.png
360,100,3.6,34637.png,214,105,2.038095238095238,34637.png
200,40,5.0,3464.png,286,58,4.931034482758621,3464.png
320,50,6.4,34641.png,508,80,6.35,34641.png
280,50,5.6,34670.png,466,88,5.295454545454546,34670.png
200,40,5.0,34685.png,316,58,5.448275862068965,34685.png
360,60,6.0,34708.png,208,92,2.260869565217391,34708.png
240,40,6.0,34716.png,394,54,7.296296296296297,34716.png
240,40,6.0,34750.png,408,52,7.846153846153846,34750.png
800,100,8.0,34888.png,1134,56,20.25,34888.png
240,40,6.0,349.png,401,59,6.796610169491525,349.png
120,50,2.4,35078.png,206,48,4.291666666666667,35078.png
240,40,6.0,3517.png,421,56,7.517857142857143,3517.png
360,60,6.0,35187.png,455,99,4.595959595959596,35187.png
360,40,9.0,35189.png,589,56,10.517857142857142,35189.png
500,100,5.0,352.png,896,109,8.220183486238533,352.png
360,60,6.0,35245.png,144,99,1.4545454545454546,35245.png
360,60,6.0,35313.png,436,88,4.954545454545454,35313.png
600,100,6.0,35330.png,919,53,17.339622641509433,35330.png
120,50,2.4,3540.png,213,57,3.736842105263158,3540.png
280,50,5.6,35403.png,483,87,5.551724137931035,35403.png
400,50,8.0,35439.png,640,87,7.35632183908046,35439.png
320,40,8.0,35444.png,513,56,9.160714285714286,35444.png
240,40,6.0,35448.png,390,54,7.222222222222222,35448.png
320,40,8.0,35458.png,547,63,8.682539682539682,35458.png
360,60,6.0,35499.png,324,94,3.4468085106382977,35499.png
500,100,5.0,35508.png,770,56,13.75,35508.png
600,100,6.0,35523.png,959,57,16.82456140350877,35523.png
360,60,6.0,35621.png,201,96,2.09375,35621.png
240,40,6.0,35812.png,352,59,5.966101694915254,35812.png
200,40,5.0,35819.png,332,58,5.724137931034483,35819.png
360,100,3.6,35846.png,316,109,2.8990825688073394,35846.png
600,100,6.0,35947.png,925,64,14.453125,35947.png
360,100,3.6,35965.png,308,109,2.8256880733944953,35965.png
120,50,2.4,35966.png,219,66,3.3181818181818183,35966.png
200,40,5.0,36102.png,307,43,7.1395348837209305,36102.png
120,50,2.4,36137.png,205,88,2.3295454545454546,36137.png
360,60,6.0,36143.png,320,93,3.4408602150537635,36143.png
500,100,5.0,36150.png,772,57,13.543859649122806,36150.png
360,60,6.0,36172.png,122,90,1.3555555555555556,36172.png
200,40,5.0,36218.png,351,58,6.051724137931035,36218.png
320,40,8.0,36231.png,544,54,10.074074074074074,36231.png
360,100,3.6,36266.png,579,119,4.8655462184873945,36266.png
320,40,8.0,36338.png,524,46,11.391304347826088,36338.png
200,40,5.0,36378.png,295,65,4.538461538461538,36378.png
360,100,3.6,36408.png,336,111,3.027027027027027,36408.png
200,50,4.0,36420.png,276,88,3.1363636363636362,36420.png
400,50,8.0,36437.png,663,56,11.839285714285714,36437.png
120,50,2.4,36478.png,176,93,1.89247311827957,36478.png
600,100,6.0,36539.png,907,59,15.372881355932204,36539.png
200,40,5.0,36630.png,340,51,6.666666666666667,36630.png
360,60,6.0,36679.png,396,93,4.258064516129032,36679.png
360,100,3.6,36766.png,516,106,4.867924528301887,36766.png
500,100,5.0,36793.png,764,53,14.415094339622641,36793.png
360,60,6.0,36843.png,525,89,5.898876404494382,36843.png
400,50,8.0,36849.png,632,89,7.101123595505618,36849.png
320,40,8.0,36910.png,558,49,11.387755102040817,36910.png
360,60,6.0,36924.png,527,92,5.728260869565218,36924.png
360,60,6.0,36937.png,449,93,4.827956989247312,36937.png
360,60,6.0,36952.png,311,94,3.3085106382978724,36952.png
320,40,8.0,3697.png,555,56,9.910714285714286,3697.png
240,40,6.0,36970.png,360,53,6.7924528301886795,36970.png
240,50,4.8,37009.png,352,88,4.0,37009.png
600,100,6.0,37109.png,993,95,10.452631578947368,37109.png
280,40,7.0,37150.png,475,53,8.962264150943396,37150.png
360,60,6.0,37166.png,387,99,3.909090909090909,37166.png
360,60,6.0,3722.png,393,95,4.136842105263158,3722.png
120,50,2.4,37235.png,50,42,1.1904761904761905,37235.png
200,40,5.0,37241.png,343,57,6.017543859649122,37241.png
360,60,6.0,37296.png,416,98,4.244897959183674,37296.png
200,40,5.0,37306.png,304,45,6.7555555555555555,37306.png
280,50,5.6,37315.png,450,87,5.172413793103448,37315.png
360,60,6.0,37360.png,590,106,5.566037735849057,37360.png
360,100,3.6,37380.png,450,108,4.166666666666667,37380.png
320,40,8.0,37486.png,495,63,7.857142857142857,37486.png
400,50,8.0,37685.png,688,53,12.981132075471699,37685.png
360,60,6.0,37728.png,614,84,7.309523809523809,37728.png
360,40,9.0,37736.png,623,69,9.028985507246377,37736.png
360,60,6.0,37757.png,611,98,6.23469387755102,37757.png
240,40,6.0,37832.png,357,52,6.865384615384615,37832.png
500,100,5.0,37917.png,792,49,16.163265306122447,37917.png
320,40,8.0,37972.png,507,60,8.45,37972.png
360,60,6.0,37997.png,552,102,5.411764705882353,37997.png
120,50,2.4,38000.png,188,57,3.2982456140350878,38000.png
160,40,4.0,3809.png,255,56,4.553571428571429,3809.png
800,100,8.0,3816.png,1175,53,22.169811320754718,3816.png
500,100,5.0,38202.png,721,87,8.28735632183908,38202.png
360,60,6.0,38248.png,379,88,4.306818181818182,38248.png
360,100,3.6,38252.png,372,104,3.576923076923077,38252.png
360,60,6.0,38418.png,380,103,3.6893203883495147,38418.png
360,100,3.6,38440.png,303,99,3.0606060606060606,38440.png
320,40,8.0,38443.png,542,58,9.344827586206897,38443.png
240,50,4.8,38461.png,350,88,3.977272727272727,38461.png
600,100,6.0,38500.png,854,94,9.085106382978724,38500.png
320,50,6.4,38550.png,547,87,6.287356321839081,38550.png
280,40,7.0,38601.png,462,56,8.25,38601.png
280,50,5.6,38625.png,453,79,5.734177215189874,38625.png
160,40,4.0,3864.png,264,53,4.981132075471698,3864.png
120,50,2.4,38705.png,119,49,2.4285714285714284,38705.png
360,60,6.0,3871.png,163,88,1.8522727272727273,3871.png
500,100,5.0,38713.png,796,96,8.291666666666666,38713.png
800,100,8.0,38743.png,1095,56,19.553571428571427,38743.png
240,40,6.0,38797.png,393,59,6.661016949152542,38797.png
360,60,6.0,38864.png,168,86,1.9534883720930232,38864.png
360,40,9.0,38874.png,588,56,10.5,38874.png
160,40,4.0,38877.png,265,53,5.0,38877.png
120,50,2.4,38932.png,125,48,2.6041666666666665,38932.png
200,50,4.0,38974.png,325,88,3.6931818181818183,38974.png
360,100,3.6,39117.png,298,101,2.9504950495049505,39117.png
200,50,4.0,39121.png,267,88,3.034090909090909,39121.png
120,50,2.4,39233.png,200,48,4.166666666666667,39233.png
360,60,6.0,39336.png,568,94,6.042553191489362,39336.png
360,60,6.0,39364.png,239,93,2.5698924731182795,39364.png
360,100,3.6,39368.png,457,105,4.352380952380952,39368.png
240,40,6.0,39382.png,363,50,7.26,39382.png
360,100,3.6,39389.png,304,100,3.04,39389.png
320,40,8.0,3959.png,508,57,8.912280701754385,3959.png
400,50,8.0,39596.png,664,58,11.448275862068966,39596.png
320,50,6.4,39612.png,515,64,8.046875,39612.png
280,40,7.0,3962.png,454,63,7.2063492063492065,3962.png
120,50,2.4,39629.png,181,58,3.1206896551724137,39629.png
360,60,6.0,39689.png,565,88,6.420454545454546,39689.png
600,100,6.0,3969.png,901,88,10.238636363636363,3969.png
200,40,5.0,39693.png,333,58,5.741379310344827,39693.png
120,50,2.4,39778.png,159,88,1.8068181818181819,39778.png
360,60,6.0,39790.png,185,97,1.907216494845361,39790.png
360,60,6.0,39901.png,420,91,4.615384615384615,39901.png
200,40,5.0,39918.png,321,56,5.732142857142857,39918.png
280,40,7.0,40018.png,493,54,9.12962962962963,40018.png
280,40,7.0,40067.png,427,53,8.056603773584905,40067.png
320,40,8.0,40107.png,527,54,9.75925925925926,40107.png
500,100,5.0,40124.png,787,56,14.053571428571429,40124.png
360,60,6.0,40132.png,396,105,3.7714285714285714,40132.png
360,40,9.0,40188.png,570,50,11.4,40188.png
360,60,6.0,40225.png,172,97,1.7731958762886597,40225.png
500,100,5.0,40226.png,690,87,7.931034482758621,40226.png
320,40,8.0,40308.png,469,63,7.444444444444445,40308.png
360,60,6.0,40369.png,191,94,2.0319148936170213,40369.png
160,40,4.0,40448.png,259,56,4.625,40448.png
400,50,8.0,40474.png,649,54,12.018518518518519,40474.png
360,60,6.0,40482.png,492,91,5.406593406593407,40482.png
500,100,5.0,40529.png,825,88,9.375,40529.png
120,50,2.4,4053.png,202,87,2.32183908045977,4053.png
240,40,6.0,40540.png,353,54,6.537037037037037,40540.png
360,60,6.0,40544.png,358,95,3.768421052631579,40544.png
280,50,5.6,40638.png,484,87,5.563218390804598,40638.png
240,50,4.8,4073.png,380,88,4.318181818181818,4073.png
200,40,5.0,40733.png,293,53,5.528301886792453,40733.png
360,100,3.6,40759.png,363,115,3.1565217391304348,40759.png
200,40,5.0,4076.png,352,58,6.068965517241379,4076.png
360,60,6.0,40769.png,621,103,6.029126213592233,40769.png
200,40,5.0,40830.png,298,57,5.228070175438597,40830.png
200,50,4.0,40837.png,252,87,2.896551724137931,40837.png
200,50,4.0,40883.png,284,87,3.264367816091954,40883.png
360,100,3.6,40899.png,446,116,3.8448275862068964,40899.png
160,40,4.0,409.png,222,59,3.76271186440678,409.png
280,50,5.6,40908.png,436,88,4.954545454545454,40908.png
500,100,5.0,40925.png,764,53,14.415094339622641,40925.png
200,50,4.0,40955.png,306,87,3.5172413793103448,40955.png
500,100,5.0,40959.png,782,87,8.988505747126437,40959.png
360,60,6.0,41078.png,472,101,4.673267326732673,41078.png
360,60,6.0,4109.png,366,101,3.623762376237624,4109.png
360,60,6.0,41096.png,351,93,3.774193548387097,41096.png
200,50,4.0,4118.png,271,89,3.044943820224719,4118.png
320,50,6.4,41181.png,542,81,6.691358024691358,41181.png
360,60,6.0,41186.png,285,94,3.0319148936170213,41186.png
320,40,8.0,41199.png,516,58,8.89655172413793,41199.png
240,40,6.0,41229.png,389,56,6.946428571428571,41229.png
800,100,8.0,41403.png,1102,57,19.333333333333332,41403.png
400,50,8.0,41404.png,648,56,11.571428571428571,41404.png
360,60,6.0,41411.png,253,97,2.6082474226804124,41411.png
360,60,6.0,41421.png,334,88,3.7954545454545454,41421.png
400,160,2.5,41486.png,643,96,6.697916666666667,41486.png
360,60,6.0,41509.png,274,97,2.8247422680412373,41509.png
500,100,5.0,41564.png,806,81,9.950617283950617,41564.png
360,60,6.0,41600.png,436,99,4.404040404040404,41600.png
360,60,6.0,41740.png,336,102,3.2941176470588234,41740.png
360,60,6.0,41820.png,472,94,5.0212765957446805,41820.png
400,50,8.0,41829.png,664,61,10.885245901639344,41829.png
600,100,6.0,41926.png,942,109,8.642201834862385,41926.png
600,100,6.0,42026.png,1009,101,9.990099009900991,42026.png
240,40,6.0,42073.png,392,55,7.127272727272727,42073.png
280,40,7.0,42084.png,444,62,7.161290322580645,42084.png
160,40,4.0,42154.png,246,62,3.967741935483871,42154.png
240,40,6.0,42164.png,400,59,6.779661016949152,42164.png
200,50,4.0,42210.png,322,88,3.659090909090909,42210.png
500,100,5.0,42256.png,852,101,8.435643564356436,42256.png
600,100,6.0,42290.png,1038,88,11.795454545454545,42290.png
160,40,4.0,42391.png,220,57,3.8596491228070176,42391.png
280,50,5.6,42408.png,459,87,5.275862068965517,42408.png
240,50,4.8,42512.png,354,88,4.0227272727272725,42512.png
600,100,6.0,42555.png,957,106,9.028301886792454,42555.png
360,60,6.0,42599.png,214,90,2.3777777777777778,42599.png
360,60,6.0,42672.png,273,93,2.935483870967742,42672.png
200,50,4.0,42678.png,299,92,3.25,42678.png
200,40,5.0,42735.png,302,55,5.490909090909091,42735.png
240,50,4.8,42770.png,365,88,4.1477272727272725,42770.png
360,60,6.0,42873.png,458,101,4.534653465346534,42873.png
320,40,8.0,42880.png,525,49,10.714285714285714,42880.png
400,50,8.0,42925.png,626,94,6.659574468085107,42925.png
160,40,4.0,42981.png,281,57,4.9298245614035086,42981.png
360,60,6.0,43016.png,497,99,5.02020202020202,43016.png
360,60,6.0,43066.png,416,93,4.473118279569892,43066.png
320,40,8.0,43100.png,518,55,9.418181818181818,43100.png
120,50,2.4,43150.png,110,53,2.0754716981132075,43150.png
400,50,8.0,43284.png,671,56,11.982142857142858,43284.png
320,50,6.4,43295.png,505,88,5.738636363636363,43295.png
120,50,2.4,43358.png,199,94,2.117021276595745,43358.png
240,50,4.8,43407.png,366,79,4.632911392405063,43407.png
360,60,6.0,43471.png,398,93,4.279569892473118,43471.png
500,100,5.0,43606.png,756,53,14.264150943396226,43606.png
320,40,8.0,43688.png,537,54,9.944444444444445,43688.png
360,100,3.6,43702.png,434,101,4.297029702970297,43702.png
360,100,3.6,43853.png,475,105,4.523809523809524,43853.png
360,60,6.0,43892.png,395,95,4.157894736842105,43892.png
240,40,6.0,43923.png,374,63,5.936507936507937,43923.png
500,100,5.0,44033.png,851,87,9.781609195402298,44033.png
280,40,7.0,44079.png,459,58,7.913793103448276,44079.png
240,50,4.8,44081.png,410,87,4.712643678160919,44081.png
360,100,3.6,44133.png,268,105,2.552380952380952,44133.png
200,40,5.0,44164.png,304,57,5.333333333333333,44164.png
160,40,4.0,44167.png,273,56,4.875,44167.png
280,40,7.0,44169.png,426,61,6.983606557377049,44169.png
280,40,7.0,44181.png,455,54,8.425925925925926,44181.png
160,40,4.0,44183.png,216,54,4.0,44183.png
360,60,6.0,44227.png,213,96,2.21875,44227.png
200,40,5.0,44255.png,301,69,4.36231884057971,44255.png
360,60,6.0,44316.png,316,96,3.2916666666666665,44316.png
